EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview
487,Ayesha,Edwin,Male,39,Married,Doctorate,Customer Support,Operations Executive,Technology,13-07-2024,1,0,,1,1,41,0,5,4,No,Never,195064,2,3,5,N/A,19,Yes,32,New Delhi,Delhi,Sri Lanka,Rarely,3,10,No,,Yes,11,28-05-2025
488,Abram,Bora,Male,42,Widowed,Postgraduate,IT,Software Engineer,Field Sales,07-12-2018,7,5,143,4,1,22,3,1,1,Yes,Always,163378,8,3,1,N/A,16,Yes,32,Ahmedabad,Gujarat,India,Rarely,20,6,Yes,Career Growth,No,19,19-10-2021
489,Sana,Kurian,F,75,Marrid,Graduate,Product,UI/UX Designer,Technology,18-04-2009,16,15,222,5,5,69,0,0,2,No,Sometimes,₹58027,29,0,3,13,3,No,25,Ahmedabad,Gujarat,India,Rarely,7,ten,Yes,,No,9,08-05-2019
490,Hunar,Dewan,Female,22,Marrid,High School,HR,Operations Executive,Corporate,29-11-2010,15,14,40,1,1,89,4,2,5,No,Sometimes,192226,15,0,3,N/A,17,Yes,10,Coimbatore,Tamil Nadu,India,Rarely,7,ten,No,Work-Life Balance,Yes,80,13-03-2019
491,Jiya,Dugal,M,55,Married,Graduate,Operations,R&D Scientist,Field Sales,08-06-2024,1,0,,5,3,42,3,1,3,No,Always,134753,11,1,0,N/A,14,No,16,Bengaluru,Karnataka,India,Frequently,5,ten,Yes,Better Pay,Yes,10,03-11-2024
492,Vardaniya,Baral,Female,53,Married,Doctorate,Customer Support,UI/UX Designer,Field Sales,17-04-2017,8,8,323,2,2,62,0,0,4,Yes,Often,84887,21,0,5,N/A,6,Yes,41,Jaipur,Rajasthan,India,Always,15,13,No,Better Pay,Yes,59,15-07-2022
493,Amani,Upadhyay,M,29,Widowed,High School,Information Tech,QA Engineer,Field Sales,20-11-2020,5,2,,4,5,13,0,1,5,No,Never,139431,4,3,3,N/A,3,No,16,Lucknow,Uttar Pradesh,India,Always,12,ten,Yes,Better Pay,No,16,23-09-2023
494,Yasmin,Date,M,48,Divorced,High School,Finance,HR Manager,Corporate,"Jun 16, 2021",4,3,14,4,1,2,0,3,2,Yes,Often,166754,11,1,0,N/A,7,Yes,31,Surat,Gujarat,India,Frequently,19,8,Yes,Career Growth,No,38,11-09-2023
495,Yuvaan,Choudhary,Female,55,Single,Doctorate,Supply Chain,QA Engineer,Technology,23-04-2010,15,15,,5,4,69,4,4,3,No,Often,113355,28,3,3,N/A,5,Yes,50,Pune,Maharashtra,India,Rarely,5,8,No,Work-Life Balance,Yes,74,24-03-2024
496,Navya,Chand,Female,26,Widowed,Graduate,Product,DevOps Engineer,Corporate,29-07-2024,1,0,467,2,1,68,2,5,2,Yes,Sometimes,₹54092,20,0,2,23,6,No,29,Chennai,Tamil Nadu,India,Always,14,ten,Yes,Career Growth,No,1,14-12-2024
497,Neelofar,Soman,F,55,Married,Doctorate,Legal,UI/UX Designer,Field Sales,20-10-2021,4,2,389,2,4,32,4,0,3,Yes,Often,₹89531,1,2,3,N/A,1,Yes,35,Chennai,Tamil Nadu,India,Always,14,ten,Yes,Better Pay,No,81,04-05-2022
498,Zeeshan,Desai,Female,27,Single,Graduate,Admin,DevOps Engineer,Technology,12-04-2024,1,1,357,4,3,55,2,1,2,Yes,Sometimes,₹57665,24,1,2,N/A,19,No,38,Mangalore,Karnataka,India,Always,15,ten,No,Work-Life Balance,Yes,6,07-09-2025
499,Biju,Batra,Other,40,Married,High School,I.T,Legal Associate,Technology,13-09-2012,13,12,99,5,3,77,3,1,4,No,Sometimes,123149,3,2,5,24,11,No,30,Bengaluru,Karnataka,India,Always,20,ten,Yes,,Yes,84,13-09-2021
500,Kimaya,Trivedi,Female,36,Married,High School,Admin,Product Manager,Corporate,"Feb 05, 2011",14,13,519,2,1,57,5,4,2,Yes,Often,₹49223,27,3,1,26,20,No,7,Pune,Maharashtra,India,Always,14,9,No,Career Growth,No,85,01-12-2024
501,Amani,Ganesan,Other,56,Married,High School,Supply Chain,Product Manager,Field Sales,03-01-2017,8,7,173,3,5,38,5,5,4,No,Always,₹30055,17,1,3,6,6,No,10,Jaipur,Rajasthan,India,Frequently,6,ten,Yes,Better Pay,No,53,29-11-2024
502,Alia,Garde,Other,59,Single,Doctorate,HR,Finance Analyst,Field Sales,18-05-2018,7,6,,4,6,35,1,3,5,No,Rarely,52457,26,0,3,N/A,11,Yes,48,Chennai,Tamil Nadu,India,Rarely,17,5,No,,No,69,16-07-2024
503,Lavanya,Samra,Femle,27,Widowed,Postgraduate,Sales,Legal Associate,Field Sales,24-03-2018,7,4,,3,4,42,1,3,2,Yes,Often,59878,28,2,1,N/A,18,Yes,47,Mysuru,Karnataka,India,Frequently,5,5,No,Career Growth,No,47,26-04-2018
504,Shamik,Sekhon,Female,53,Widowed,Postgraduate,Quality Assurance,Customer Support Rep,Technology,19-03-2024,1,1,162,4,6,95,0,5,4,Yes,Rarely,117079,26,2,1,N/A,7,Yes,31,Udaipur,Rajasthan,India,Frequently,5,15,Yes,Better Pay,Yes,42,18-04-2025
505,Jiya,Mandal,F,19,Single,High School,Finance,R&D Scientist,Technology,20-06-2009,16,16,266,3,2,44,4,4,5,No,Always,164255,22,2,1,7,15,No,4,Kolkata,West Bengal,India,Rarely,9,ten,Yes,Career Growth,No,84,06-07-2022
506,Hrishita,Saha,Other,51,Married,Graduate,Customer Support,Data Scientist,Corporate,07-08-2016,9,8,301,1,3,42,3,4,2,Yes,Never,137185,25,3,2,14,11,Yes,43,Kolkata,West Bengal,India,Rarely,3,ten,No,Career Growth,No,25,27-08-2019
507,Darshit,Wali,Female,12,Marrid,Postgraduate,Finance,Legal Associate,Field Sales,"Aug 17, 2017",8,7,,4,1,81,4,5,1,No,Often,139669,7,1,5,N/A,12,No,10,New Delhi,Delhi,India,Always,8,ten,Yes,Better Pay,Yes,31,12-02-2023
508,Mishti,Buch,Femle,32,Single,Doctorate,Supply Chain,Legal Associate,Field Sales,22-06-2020,5,5,342,4,5,12,4,0,1,No,Always,59924,10,3,3,12,0,Yes,38,Hyderabad,Telangana,India,Always,13,7,No,Better Pay,No,84,04-11-2023
509,Shamik,Sant,Femle,20,Married,Postgraduate,Design,Business Analyst,Corporate,31-05-2024,1,1,,5,1,49,0,0,3,No,Never,₹91640,10,2,1,2,0,No,35,Udaipur,Rajasthan,India,Rarely,19,9,Yes,,Yes,44,01-09-2024
510,Shaan,Rajagopal,Male,55,Marrid,Postgraduate,Sales,Customer Support Rep,Corporate,"Jan 11, 2012",13,12,,1,4,24,1,2,4,Yes,Always,119977,8,3,1,20,14,No,22,Jaipur,Rajasthan,Pakistan,Always,12,ten,No,,Yes,24,05-04-2024
511,Aarush,Ahuja,F,26,Divorced,High School,Finance,Content Writer,Technology,11-06-2025,0,0,421,3,4,85,2,2,4,No,Rarely,₹25848,11,2,1,20,19,Yes,31,Coimbatore,Tamil Nadu,India,Rarely,11,11,Yes,Better Pay,Yes,54,24-07-2025
512,Kimaya,Golla,Other,35,Divorced,Doctorate,Sales,Finance Analyst,Technology,"Aug 07, 2018",7,4,81,1,1,84,2,3,5,Yes,Often,118117,14,3,5,N/A,19,No,7,New Delhi,Delhi,India,Frequently,10,1,No,Better Pay,No,89,03-05-2022
513,Keya,Tara,F,60,Marrid,Postgraduate,Admin,Business Analyst,Technology,22-10-2012,13,13,37,1,6,48,2,0,4,Yes,Rarely,181734,20,0,3,N/A,3,No,30,Pune,Maharashtra,India,Always,7,ten,No,Work-Life Balance,Yes,85,19-01-2016
514,Samiha,Toor,M,43,Single,High School,Operations,DevOps Engineer,Corporate,"Jan 18, 2019",6,3,70,5,5,64,2,0,2,No,Often,112903,30,2,5,N/A,20,No,36,Kolkata,West Bengal,India,Frequently,17,ten,Yes,Work-Life Balance,No,63,30-11-2019
515,Vanya,Bal,Female,39,Single,Doctorate,Design,Analyst,Field Sales,10-09-2020,5,4,,3,6,41,1,2,2,No,Always,90096,16,0,3,5,19,No,39,Siliguri,West Bengal,India,Rarely,14,15,No,Better Pay,Yes,58,27-05-2025
516,Ivan,Lala,Female,19,Widowed,Graduate,Sales,Content Writer,Corporate,14-04-2014,11,10,,1,2,94,1,5,1,Yes,Always,₹56482,4,3,3,N/A,16,No,17,Siliguri,West Bengal,India,Frequently,6,9,Yes,Work-Life Balance,No,66,13-02-2022
517,Azad,Chaudhuri,Female,56,Marrid,Doctorate,Customer Support,Product Manager,Technology,26-03-2024,1,0,,4,2,76,3,2,3,Yes,Never,89086,20,0,3,N/A,2,Yes,10,Kochi,Kerala,India,Frequently,6,ten,No,Better Pay,No,8,04-05-2024
518,Prerak,Dar,M,12,Widowed,High School,Finance,UI/UX Designer,Technology,26-04-2018,7,7,,1,5,99,5,2,4,No,Always,130794,25,3,1,N/A,1,No,46,Udaipur,Rajasthan,India,Rarely,10,6,Yes,Work-Life Balance,Yes,10,29-05-2025
519,Faiyaz,Krishnamurthy,M,26,Single,Doctorate,Information Tech,R&D Scientist,Technology,08-05-2016,9,7,464,1,5,70,0,4,3,Yes,Always,₹83537,16,1,5,20,6,No,6,Surat,Gujarat,India,Always,19,6,Yes,Work-Life Balance,No,2,17-04-2019
520,Mannat,Dada,Male,29,Single,Graduate,Marketing,Customer Support Rep,Technology,26-09-2022,3,2,,3,5,71,5,5,3,Yes,Always,₹29284,3,0,0,1,20,No,25,Hyderabad,Telangana,India,Frequently,2,ten,No,Better Pay,Yes,64,25-08-2025
521,Manikya,Salvi,M,24,Marrid,Doctorate,Customer Support,R&D Scientist,Field Sales,"Nov 25, 2009",16,13,,5,6,53,4,4,2,Yes,Often,46319,0,0,0,N/A,3,No,21,Thiruvananthapuram,Kerala,India,Frequently,4,1,No,Work-Life Balance,Yes,10,10-05-2011
522,Pranay,Agate,Other,23,Widowed,Doctorate,Marketing,Data Scientist,Technology,31-07-2015,10,9,34,4,3,73,0,2,4,No,Always,₹78550,7,1,1,N/A,11,Yes,15,Nagpur,Maharashtra,India,Always,12,ten,Yes,,Yes,21,22-03-2016
523,Uthkarsh,Varkey,Other,75,Single,Graduate,Information Tech,Analyst,Technology,16-04-2012,13,12,,4,3,43,4,0,2,No,Sometimes,68053,8,2,2,28,8,Yes,13,New Delhi,Delhi,India,Frequently,6,ten,Yes,Better Pay,No,64,21-04-2012
524,Baiju,Issac,Other,49,Marrid,Postgraduate,Product,Sales Executive,Corporate,05-03-2012,13,11,,2,1,28,2,2,5,Yes,Rarely,₹28082,0,3,1,11,13,Yes,24,Ahmedabad,Gujarat,India,Frequently,20,ten,No,Career Growth,Yes,54,18-02-2013
525,Gatik,Tella,Female,26,Widowed,Graduate,Legal,Finance Analyst,Technology,"May 28, 2011",14,11,,1,4,87,5,5,2,Yes,Never,127494,29,3,0,5,10,No,12,New Delhi,Delhi,India,Frequently,7,8,No,Work-Life Balance,No,60,01-05-2012
526,Nehmat,Soman,M,28,Widowed,Graduate,Sales,DevOps Engineer,Technology,17-01-2009,16,13,267,1,4,91,1,4,4,No,Sometimes,35545,13,1,5,14,13,No,21,New Delhi,Delhi,India,Frequently,17,12,No,Work-Life Balance,No,87,18-01-2016
527,Hiran,Manda,Other,58,Widowed,Doctorate,I.T,Finance Analyst,Corporate,18-11-2021,4,3,,3,1,25,0,3,3,Yes,Rarely,137509,23,2,3,16,16,Yes,28,Thiruvananthapuram,Kerala,India,Always,4,ten,No,,No,16,10-09-2024
528,Mohanlal,Gopal,M,35,Single,High School,R&D,QA Engineer,Field Sales,"Dec 04, 2024",1,0,,1,4,96,5,4,1,No,Always,173493,9,0,0,N/A,2,No,2,Bengaluru,Karnataka,India,Frequently,3,ten,Yes,Better Pay,No,97,07-03-2025
529,Aniruddh,Datta,Female,45,Widowed,Postgraduate,Finance,Analyst,Field Sales,16-09-2012,13,12,,5,1,47,4,5,5,No,Rarely,47548,21,2,3,N/A,2,Yes,18,Udaipur,Rajasthan,India,Frequently,20,14,No,,No,74,26-08-2022
530,Hrishita,Brar,Female,45,Marrid,Graduate,Sales,Operations Executive,Technology,14-02-2011,14,13,,2,3,35,2,3,1,No,Sometimes,84486,1,1,5,27,14,Yes,49,Ahmedabad,Gujarat,India,Frequently,9,ten,No,,No,35,24-04-2011
531,Vidur,Tara,Male,55,Marrid,High School,Customer Support,Legal Associate,Field Sales,22-11-2012,13,12,385,4,6,32,1,5,3,Yes,Often,67106,4,0,2,23,10,Yes,7,New Delhi,Delhi,India,Rarely,10,ten,Yes,,No,72,14-09-2021
532,Anahi,Sangha,Male,58,Divorced,Doctorate,Sales,R&D Scientist,Corporate,23-01-2021,4,3,,3,5,42,0,4,3,No,Never,43838,24,1,5,N/A,6,Yes,32,Surat,Gujarat,India,Always,14,14,No,Better Pay,No,81,04-05-2023
533,Taran,Dyal,Femle,23,Divorced,Doctorate,Sales,Legal Associate,Corporate,29-06-2024,1,0,537,5,3,41,4,1,4,No,Never,51468,13,3,0,N/A,5,No,19,Hyderabad,Telangana,India,Frequently,9,5,Yes,Work-Life Balance,Yes,70,24-11-2024
534,Jayant,Mannan,Male,33,Married,Doctorate,HR,R&D Scientist,Field Sales,"Jun 01, 2011",14,12,328,5,3,60,2,2,2,No,Always,77376,12,2,2,21,18,Yes,3,Hyderabad,Telangana,India,Frequently,13,2,Yes,,No,65,28-03-2021
535,Zaina,Bhatnagar,Female,19,Marrid,Graduate,I.T,Project Manager,Technology,05-12-2014,11,11,227,2,6,9,5,0,3,No,Often,95565,19,0,0,1,12,Yes,33,Kanpur,Uttar Pradesh,India,Rarely,3,4,No,Work-Life Balance,No,19,28-05-2019
536,Prerak,Dyal,F,23,Widowed,Graduate,Operations,Business Analyst,Corporate,11-09-2013,12,12,424,4,5,28,1,0,5,No,Sometimes,69444,25,2,2,25,4,No,31,Siliguri,West Bengal,India,Frequently,13,ten,Yes,,Yes,95,23-12-2023
537,Shanaya,Ghosh,M,39,Divorced,Doctorate,Customer Support,Customer Support Rep,Technology,31-01-2020,5,4,,5,6,10,0,0,3,No,Often,₹70931,14,0,1,3,17,Yes,46,Siliguri,West Bengal,India,Always,5,ten,No,Career Growth,Yes,-5,02-06-2024
538,Mohanlal,Khalsa,Male,50,Marrid,Doctorate,IT,Business Analyst,Technology,"Feb 12, 2009",16,15,,5,4,93,3,1,3,Yes,Sometimes,91063,12,2,5,N/A,4,Yes,23,Coimbatore,Tamil Nadu,India,Always,8,14,No,Career Growth,Yes,28,21-06-2025
539,Alia,Gola,Other,25,Widowed,Graduate,Legal,Customer Support Rep,Technology,10-04-2024,1,0,419,2,3,52,2,2,1,No,Rarely,106606,14,0,0,25,7,Yes,33,Kochi,Kerala,India,Frequently,13,ten,Yes,Better Pay,Yes,39,07-03-2025
540,Romil,Sengupta,Male,30,Marrid,Postgraduate,Supply Chain,R&D Scientist,Technology,18-12-2009,16,14,489,3,1,33,3,5,1,Yes,Rarely,₹59409,23,1,2,N/A,12,Yes,1,Kolkata,West Bengal,India,Frequently,20,8,No,Better Pay,No,93,14-07-2011
541,Rohan,Garg,Male,60,Married,Graduate,HR,R&D Scientist,Field Sales,"Dec 12, 2022",3,3,369,3,1,55,2,3,2,No,Always,196510,1,1,2,19,2,No,22,Mangalore,Karnataka,India,Rarely,13,15,Yes,,No,99,05-10-2023
542,Mishti,Sunder,Other,44,Single,Doctorate,IT,UI/UX Designer,Field Sales,18-12-2015,10,7,19,5,6,4,2,1,2,No,Sometimes,191768,7,2,1,N/A,3,Yes,35,Nagpur,Maharashtra,India,Always,2,ten,No,,No,59,13-04-2021
543,Indrajit,Bora,M,22,Marrid,Postgraduate,Operations,Product Manager,Corporate,14-11-2017,8,8,255,5,6,80,4,2,4,Yes,Often,95548,17,1,2,N/A,18,Yes,35,Coimbatore,Tamil Nadu,India,Rarely,17,4,Yes,Better Pay,No,86,28-01-2018
544,Shaan,Saraf,Other,43,Single,Graduate,Marketing,Legal Associate,Technology,29-08-2017,8,8,,4,6,62,2,4,4,No,Never,₹80119,12,1,2,19,20,Yes,23,Siliguri,West Bengal,India,Rarely,11,ten,No,,Yes,6,11-03-2020
545,Shamik,Rana,Female,22,Marrid,High School,Quality Assurance,Content Writer,Field Sales,03-12-2012,13,13,,3,2,29,4,4,3,No,Always,16380,24,1,5,N/A,15,No,48,Jaipur,Rajasthan,India,Always,7,9,Yes,Work-Life Balance,Yes,93,23-08-2025
546,Sahil,Seshadri,M,50,Marrid,High School,HR,Legal Associate,Corporate,"May 10, 2020",5,3,15,3,3,1,3,1,2,No,Often,₹40207,1,1,3,2,16,No,9,Nagpur,Maharashtra,India,Always,17,ten,No,Better Pay,No,19,25-10-2023
547,Prerak,Acharya,Femle,43,Divorced,High School,Product,Finance Analyst,Field Sales,19-03-2009,16,15,37,2,3,69,2,1,1,no,Often,₹62017,9,2,2,14,1,Yes,40,Hyderabad,Telangana,India,Frequently,9,6,No,Career Growth,Yes,20,24-07-2013
548,Alia,Mandal,F,21,Single,Doctorate,Sales,Legal Associate,Corporate,03-12-2017,8,7,,4,1,57,1,2,4,Yes,Often,140812,29,2,3,8,12,Yes,44,Nagpur,Maharashtra,India,Rarely,18,11,Yes,Work-Life Balance,No,57,10-10-2018
549,Charvi,Gola,Female,25,Married,Postgraduate,Product,Product Manager,Field Sales,13-04-2018,7,7,,2,6,99,0,5,2,No,Never,68120,4,2,3,20,17,Yes,19,Thiruvananthapuram,Kerala,India,Rarely,1,ten,Yes,Career Growth,No,33,23-05-2021
550,Ranbir,Bath,Other,32,Married,High School,Quality Assurance,Marketing Specialist,Field Sales,16-10-2020,5,3,,3,1,95,5,5,2,No,Never,180277,2,2,2,4,19,No,13,Ahmedabad,Gujarat,Bangladesh,Frequently,16,ten,Yes,Career Growth,No,95,04-07-2025
551,Ishita,Vig,Male,45,Single,Postgraduate,Sales,Customer Support Rep,Field Sales,16-09-2013,12,12,42,1,1,17,1,0,4,Yes,Often,₹98288,10,2,5,19,0,Yes,23,Pune,Maharashtra,India,Always,16,ten,No,,No,16,20-10-2018
552,Badal,Zacharia,F,31,Single,High School,HR,Business Analyst,Field Sales,15-04-2015,10,10,,1,5,97,2,1,5,No,Never,₹71107,12,3,3,24,4,Yes,46,Kochi,Kerala,India,Always,1,10,Yes,,No,44,04-06-2024
553,Saanvi,Gala,F,20,Married,Graduate,Product,Legal Associate,Field Sales,05-08-2018,7,7,,1,2,79,5,4,3,No,Often,152386,28,2,3,N/A,16,No,25,Siliguri,West Bengal,India,Rarely,17,7,Yes,Career Growth,No,94,02-03-2022
554,Tarini,Wason,Femle,12,Widowed,Graduate,IT,R&D Scientist,Field Sales,06-08-2014,11,9,258,1,6,40,3,5,5,No,Always,₹52056,30,2,0,19,4,Yes,1,Kochi,Kerala,India,Rarely,18,12,Yes,,Yes,20,05-09-2021
555,Rohan,Jha,Femle,34,Divorced,High School,Quality Assurance,Analyst,Corporate,02-12-2015,10,9,,3,5,7,0,4,2,No,Rarely,₹86625,22,1,0,N/A,8,Yes,26,Mysuru,Karnataka,India,Frequently,20,2,Yes,Work-Life Balance,Yes,56,24-11-2021
556,Amani,Aggarwal,Other,30,Marrid,Doctorate,Admin,Content Writer,Field Sales,"Jan 26, 2017",8,8,373,2,5,74,1,5,1,Yes,Rarely,₹89233,8,3,2,N/A,5,No,44,Ahmedabad,Gujarat,India,Frequently,8,ten,Yes,Better Pay,No,25,08-07-2023
