EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview,YearsAtCompany_bin,YearsInCurrentRole_bin,TrainingHoursLastYear_bin,PromotionLast3Years_bin,_target_numeric
473,Damini,Yadav,male,46,married,postgraduate,it,software engineer,corporate,07-12-2011,14,13,305.0,1,3,4.0,2,0,4,no,sometimes,20264,18,1,1,24.0,15,yes,18,ahmedabad,gujarat,india,always,2,15,yes,,yes,91,09-10-2018,10+,10+,3-5,0-1,1
474,Rati,Soni,femle,38,married,high school,product,software engineer,field sales,02-06-2012,13,13,479.0,1,2,5.0,5,1,2,yes,rarely,44996,9,1,0,2.0,18,yes,11,hyderabad,telangana,india,rarely,11,ten,yes,career growth,no,78,06-03-2023,10+,10+,3-5,0-1,1
475,Amira,Rattan,femle,22,married,graduate,hr,software engineer,corporate,08-12-2015,10,7,373.0,4,2,27.0,1,5,2,no,rarely,23637,2,1,2,,7,yes,39,nagpur,maharashtra,india,rarely,3,ten,yes,work-life balance,no,66,02-08-2017,5-10,5-10,10+,1-3,1
476,Zeeshan,Dugar,female,31,married,doctorate,r&d,finance analyst,technology,"Jul 01, 2010",15,15,,5,3,24.0,5,4,4,no,sometimes,48575,30,3,0,,6,no,12,coimbatore,tamil nadu,india,always,0,10,no,better pay,no,49,14-07-2025,10+,10+,10+,0-1,0
477,Nishith,Borah,m,25,marrid,doctorate,information tech,content writer,field sales,02-09-2015,10,10,,3,3,17.0,4,5,3,no,often,73885,10,0,5,,17,yes,40,lucknow,uttar pradesh,india,always,20,14,no,work-life balance,yes,25,02-02-2021,5-10,5-10,10+,3-5,0
478,Nayantara,Khosla,male,50,single,high school,marketing,customer support rep,technology,"Jul 17, 2009",16,13,195.0,1,4,47.0,4,5,4,no,never,50967,2,1,0,1.0,13,yes,26,udaipur,rajasthan,nepal,frequently,17,3,no,work-life balance,yes,18,23-04-2021,10+,10+,10+,0-1,0
479,Kiara,Warrior,other,19,divorced,doctorate,hr,finance analyst,technology,18-11-2011,14,11,,1,6,70.0,3,3,5,no,always,48943,2,1,5,,3,no,29,jaipur,rajasthan,india,frequently,13,3,yes,work-life balance,no,55,19-06-2022,10+,10+,10+,3-5,1
480,Indrans,Badal,femle,41,single,doctorate,operations,qa engineer,technology,04-07-2012,13,10,,4,6,35.0,4,2,2,no,always,86943,10,3,0,,16,no,1,thiruvananthapuram,kerala,india,rarely,18,ten,no,,no,81,20-03-2021,10+,5-10,10+,0-1,0
481,Bhavin,Mangal,male,47,marrid,graduate,product,ui/ux designer,field sales,25-11-2014,11,11,,1,4,13.0,1,4,3,no,often,47623,2,2,3,24.0,10,yes,44,kochi,kerala,india,always,0,ten,no,better pay,no,23,12-08-2016,10+,10+,10+,1-3,0
482,Farhan,Ratti,other,28,single,postgraduate,hr,analyst,field sales,19-10-2010,15,15,294.0,5,2,16.0,4,4,3,no,never,61899,2,2,5,10.0,20,yes,9,nagpur,maharashtra,india,rarely,4,2,no,work-life balance,no,79,22-07-2011,10+,10+,10+,3-5,0
483,Kanav,Ahluwalia,f,56,marrid,doctorate,r&d,software engineer,field sales,"Feb 16, 2016",9,8,383.0,4,3,96.0,1,0,5,yes,sometimes,50708,3,0,3,26.0,4,yes,47,hyderabad,telangana,india,always,14,9,yes,better pay,yes,-5,26-04-2017,5-10,5-10,10+,1-3,1
484,Kanav,Karnik,other,48,single,postgraduate,sales,content writer,corporate,13-05-2016,9,6,124.0,1,5,64.0,4,1,3,no,sometimes,26868,19,0,1,,14,yes,16,coimbatore,tamil nadu,india,always,13,2,no,work-life balance,no,1,06-01-2020,5-10,5-10,10+,0-1,0
485,Amira,Tailor,male,21,marrid,postgraduate,finance,qa engineer,technology,01-04-2016,9,7,52.0,3,6,22.0,1,0,4,no,often,69542,29,1,2,13.0,18,yes,39,coimbatore,tamil nadu,india,rarely,1,12,yes,,yes,82,05-05-2022,5-10,5-10,10+,1-3,1
486,Neysa,Ganguly,f,46,single,doctorate,quality assurance,hr manager,corporate,"Oct 28, 2017",8,7,530.0,4,6,98.0,5,1,3,no,rarely,68176,11,3,1,,3,no,33,hyderabad,telangana,india,always,19,ten,no,better pay,yes,60,08-11-2021,5-10,5-10,10+,0-1,0
487,Ayesha,Edwin,male,39,married,doctorate,customer support,operations executive,technology,13-07-2024,1,0,,1,1,41.0,0,5,4,no,never,195064,2,3,5,,19,yes,32,new delhi,delhi,sri lanka,rarely,3,10,no,,yes,11,28-05-2025,0-1,0-1,10+,3-5,0
488,Abram,Bora,male,42,widowed,postgraduate,it,software engineer,field sales,07-12-2018,7,5,143.0,4,1,22.0,3,1,1,yes,always,163378,8,3,1,,16,yes,32,ahmedabad,gujarat,india,rarely,20,6,yes,career growth,no,19,19-10-2021,5-10,3-5,10+,0-1,1
489,Sana,Kurian,f,75,marrid,graduate,product,ui/ux designer,technology,18-04-2009,16,15,222.0,5,5,69.0,0,0,2,no,sometimes,58027,29,0,3,13.0,3,no,25,ahmedabad,gujarat,india,rarely,7,ten,yes,,no,9,08-05-2019,10+,10+,10+,1-3,1
490,Hunar,Dewan,female,22,marrid,high school,hr,operations executive,corporate,29-11-2010,15,14,40.0,1,1,89.0,4,2,5,no,sometimes,192226,15,0,3,,17,yes,10,coimbatore,tamil nadu,india,rarely,7,ten,no,work-life balance,yes,80,13-03-2019,10+,10+,10+,1-3,0
491,Jiya,Dugal,m,55,married,graduate,operations,r&d scientist,field sales,08-06-2024,1,0,,5,3,42.0,3,1,3,no,always,134753,11,1,0,,14,no,16,bengaluru,karnataka,india,frequently,5,ten,yes,better pay,yes,10,03-11-2024,0-1,0-1,10+,0-1,1
492,Vardaniya,Baral,female,53,married,doctorate,customer support,ui/ux designer,field sales,17-04-2017,8,8,323.0,2,2,62.0,0,0,4,yes,often,84887,21,0,5,,6,yes,41,jaipur,rajasthan,india,always,15,13,no,better pay,yes,59,15-07-2022,5-10,5-10,10+,3-5,0
493,Amani,Upadhyay,m,29,widowed,high school,information tech,qa engineer,field sales,20-11-2020,5,2,,4,5,13.0,0,1,5,no,never,139431,4,3,3,,3,no,16,lucknow,uttar pradesh,india,always,12,ten,yes,better pay,no,16,23-09-2023,3-5,1-3,10+,1-3,1
494,Yasmin,Date,m,48,divorced,high school,finance,hr manager,corporate,"Jun 16, 2021",4,3,14.0,4,1,2.0,0,3,2,yes,often,166754,11,1,0,,7,yes,31,surat,gujarat,india,frequently,19,8,yes,career growth,no,38,11-09-2023,3-5,1-3,1-3,0-1,1
495,Yuvaan,Choudhary,female,55,single,doctorate,supply chain,qa engineer,technology,23-04-2010,15,15,,5,4,69.0,4,4,3,no,often,113355,28,3,3,,5,yes,50,pune,maharashtra,india,rarely,5,8,no,work-life balance,yes,74,24-03-2024,10+,10+,10+,1-3,0
496,Navya,Chand,female,26,widowed,graduate,product,devops engineer,corporate,29-07-2024,1,0,467.0,2,1,68.0,2,5,2,yes,sometimes,54092,20,0,2,23.0,6,no,29,chennai,tamil nadu,india,always,14,ten,yes,career growth,no,1,14-12-2024,0-1,0-1,10+,1-3,1
497,Neelofar,Soman,f,55,married,doctorate,legal,ui/ux designer,field sales,20-10-2021,4,2,389.0,2,4,32.0,4,0,3,yes,often,89531,1,2,3,,1,yes,35,chennai,tamil nadu,india,always,14,ten,yes,better pay,no,81,04-05-2022,3-5,1-3,10+,1-3,1
498,Zeeshan,Desai,female,27,single,graduate,admin,devops engineer,technology,12-04-2024,1,1,357.0,4,3,55.0,2,1,2,yes,sometimes,57665,24,1,2,,19,no,38,mangalore,karnataka,india,always,15,ten,no,work-life balance,yes,6,07-09-2025,0-1,0-1,10+,1-3,0
499,Biju,Batra,other,40,married,high school,i.t,legal associate,technology,13-09-2012,13,12,99.0,5,3,77.0,3,1,4,no,sometimes,123149,3,2,5,24.0,11,no,30,bengaluru,karnataka,india,always,20,ten,yes,,yes,84,13-09-2021,10+,10+,10+,3-5,1
500,Kimaya,Trivedi,female,36,married,high school,admin,product manager,corporate,"Feb 05, 2011",14,13,519.0,2,1,57.0,5,4,2,yes,often,49223,27,3,1,26.0,20,no,7,pune,maharashtra,india,always,14,9,no,career growth,no,85,01-12-2024,10+,10+,10+,0-1,0
501,Amani,Ganesan,other,56,married,high school,supply chain,product manager,field sales,03-01-2017,8,7,173.0,3,5,38.0,5,5,4,no,always,30055,17,1,3,6.0,6,no,10,jaipur,rajasthan,india,frequently,6,ten,yes,better pay,no,53,29-11-2024,5-10,5-10,10+,1-3,1
502,Alia,Garde,other,59,single,doctorate,hr,finance analyst,field sales,18-05-2018,7,6,,4,6,35.0,1,3,5,no,rarely,52457,26,0,3,,11,yes,48,chennai,tamil nadu,india,rarely,17,5,no,,no,69,16-07-2024,5-10,5-10,10+,1-3,0
503,Lavanya,Samra,femle,27,widowed,postgraduate,sales,legal associate,field sales,24-03-2018,7,4,,3,4,42.0,1,3,2,yes,often,59878,28,2,1,,18,yes,47,mysuru,karnataka,india,frequently,5,5,no,career growth,no,47,26-04-2018,5-10,3-5,10+,0-1,0
504,Shamik,Sekhon,female,53,widowed,postgraduate,quality assurance,customer support rep,technology,19-03-2024,1,1,162.0,4,6,95.0,0,5,4,yes,rarely,117079,26,2,1,,7,yes,31,udaipur,rajasthan,india,frequently,5,15,yes,better pay,yes,42,18-04-2025,0-1,0-1,10+,0-1,1
505,Jiya,Mandal,f,19,single,high school,finance,r&d scientist,technology,20-06-2009,16,16,266.0,3,2,44.0,4,4,5,no,always,164255,22,2,1,7.0,15,no,4,kolkata,west bengal,india,rarely,9,ten,yes,career growth,no,84,06-07-2022,10+,10+,10+,0-1,1
506,Hrishita,Saha,other,51,married,graduate,customer support,data scientist,corporate,07-08-2016,9,8,301.0,1,3,42.0,3,4,2,yes,never,137185,25,3,2,14.0,11,yes,43,kolkata,west bengal,india,rarely,3,ten,no,career growth,no,25,27-08-2019,5-10,5-10,10+,1-3,0
507,Darshit,Wali,female,12,marrid,postgraduate,finance,legal associate,field sales,"Aug 17, 2017",8,7,,4,1,81.0,4,5,1,no,often,139669,7,1,5,,12,no,10,new delhi,delhi,india,always,8,ten,yes,better pay,yes,31,12-02-2023,5-10,5-10,10+,3-5,1
508,Mishti,Buch,femle,32,single,doctorate,supply chain,legal associate,field sales,22-06-2020,5,5,342.0,4,5,12.0,4,0,1,no,always,59924,10,3,3,12.0,0,yes,38,hyderabad,telangana,india,always,13,7,no,better pay,no,84,04-11-2023,3-5,3-5,10+,1-3,0
509,Shamik,Sant,femle,20,married,postgraduate,design,business analyst,corporate,31-05-2024,1,1,,5,1,49.0,0,0,3,no,never,91640,10,2,1,2.0,0,no,35,udaipur,rajasthan,india,rarely,19,9,yes,,yes,44,01-09-2024,0-1,0-1,10+,0-1,1
510,Shaan,Rajagopal,male,55,marrid,postgraduate,sales,customer support rep,corporate,"Jan 11, 2012",13,12,,1,4,24.0,1,2,4,yes,always,119977,8,3,1,20.0,14,no,22,jaipur,rajasthan,pakistan,always,12,ten,no,,yes,24,05-04-2024,10+,10+,10+,0-1,0
511,Aarush,Ahuja,f,26,divorced,high school,finance,content writer,technology,11-06-2025,0,0,421.0,3,4,85.0,2,2,4,no,rarely,25848,11,2,1,20.0,19,yes,31,coimbatore,tamil nadu,india,rarely,11,11,yes,better pay,yes,54,24-07-2025,0-1,0-1,10+,0-1,1
512,Kimaya,Golla,other,35,divorced,doctorate,sales,finance analyst,technology,"Aug 07, 2018",7,4,81.0,1,1,84.0,2,3,5,yes,often,118117,14,3,5,,19,no,7,new delhi,delhi,india,frequently,10,1,no,better pay,no,89,03-05-2022,5-10,3-5,10+,3-5,0
513,Keya,Tara,f,60,marrid,postgraduate,admin,business analyst,technology,22-10-2012,13,13,37.0,1,6,48.0,2,0,4,yes,rarely,181734,20,0,3,,3,no,30,pune,maharashtra,india,always,7,ten,no,work-life balance,yes,85,19-01-2016,10+,10+,10+,1-3,0
514,Samiha,Toor,m,43,single,high school,operations,devops engineer,corporate,"Jan 18, 2019",6,3,70.0,5,5,64.0,2,0,2,no,often,112903,30,2,5,,20,no,36,kolkata,west bengal,india,frequently,17,ten,yes,work-life balance,no,63,30-11-2019,5-10,1-3,10+,3-5,1
515,Vanya,Bal,female,39,single,doctorate,design,analyst,field sales,10-09-2020,5,4,,3,6,41.0,1,2,2,no,always,90096,16,0,3,5.0,19,no,39,siliguri,west bengal,india,rarely,14,15,no,better pay,yes,58,27-05-2025,3-5,3-5,10+,1-3,0
516,Ivan,Lala,female,19,widowed,graduate,sales,content writer,corporate,14-04-2014,11,10,,1,2,94.0,1,5,1,yes,always,56482,4,3,3,,16,no,17,siliguri,west bengal,india,frequently,6,9,yes,work-life balance,no,66,13-02-2022,10+,5-10,10+,1-3,1
517,Azad,Chaudhuri,female,56,marrid,doctorate,customer support,product manager,technology,26-03-2024,1,0,,4,2,76.0,3,2,3,yes,never,89086,20,0,3,,2,yes,10,kochi,kerala,india,frequently,6,ten,no,better pay,no,8,04-05-2024,0-1,0-1,10+,1-3,0
518,Prerak,Dar,m,12,widowed,high school,finance,ui/ux designer,technology,26-04-2018,7,7,,1,5,99.0,5,2,4,no,always,130794,25,3,1,,1,no,46,udaipur,rajasthan,india,rarely,10,6,yes,work-life balance,yes,10,29-05-2025,5-10,5-10,10+,0-1,1
519,Faiyaz,Krishnamurthy,m,26,single,doctorate,information tech,r&d scientist,technology,08-05-2016,9,7,464.0,1,5,70.0,0,4,3,yes,always,83537,16,1,5,20.0,6,no,6,surat,gujarat,india,always,19,6,yes,work-life balance,no,2,17-04-2019,5-10,5-10,10+,3-5,1
520,Mannat,Dada,male,29,single,graduate,marketing,customer support rep,technology,26-09-2022,3,2,,3,5,71.0,5,5,3,yes,always,29284,3,0,0,1.0,20,no,25,hyderabad,telangana,india,frequently,2,ten,no,better pay,yes,64,25-08-2025,1-3,1-3,10+,0-1,0
521,Manikya,Salvi,m,24,marrid,doctorate,customer support,r&d scientist,field sales,"Nov 25, 2009",16,13,,5,6,53.0,4,4,2,yes,often,46319,0,0,0,,3,no,21,thiruvananthapuram,kerala,india,frequently,4,1,no,work-life balance,yes,10,10-05-2011,10+,10+,10+,0-1,0
522,Pranay,Agate,other,23,widowed,doctorate,marketing,data scientist,technology,31-07-2015,10,9,34.0,4,3,73.0,0,2,4,no,always,78550,7,1,1,,11,yes,15,nagpur,maharashtra,india,always,12,ten,yes,,yes,21,22-03-2016,5-10,5-10,10+,0-1,1
523,Uthkarsh,Varkey,other,75,single,graduate,information tech,analyst,technology,16-04-2012,13,12,,4,3,43.0,4,0,2,no,sometimes,68053,8,2,2,28.0,8,yes,13,new delhi,delhi,india,frequently,6,ten,yes,better pay,no,64,21-04-2012,10+,10+,10+,1-3,1
524,Baiju,Issac,other,49,marrid,postgraduate,product,sales executive,corporate,05-03-2012,13,11,,2,1,28.0,2,2,5,yes,rarely,28082,0,3,1,11.0,13,yes,24,ahmedabad,gujarat,india,frequently,20,ten,no,career growth,yes,54,18-02-2013,10+,10+,10+,0-1,0
525,Gatik,Tella,female,26,widowed,graduate,legal,finance analyst,technology,"May 28, 2011",14,11,,1,4,87.0,5,5,2,yes,never,127494,29,3,0,5.0,10,no,12,new delhi,delhi,india,frequently,7,8,no,work-life balance,no,60,01-05-2012,10+,10+,10+,0-1,0
526,Nehmat,Soman,m,28,widowed,graduate,sales,devops engineer,technology,17-01-2009,16,13,267.0,1,4,91.0,1,4,4,no,sometimes,35545,13,1,5,14.0,13,no,21,new delhi,delhi,india,frequently,17,12,no,work-life balance,no,87,18-01-2016,10+,10+,10+,3-5,0
527,Hiran,Manda,other,58,widowed,doctorate,i.t,finance analyst,corporate,18-11-2021,4,3,,3,1,25.0,0,3,3,yes,rarely,137509,23,2,3,16.0,16,yes,28,thiruvananthapuram,kerala,india,always,4,ten,no,,no,16,10-09-2024,3-5,1-3,10+,1-3,0
528,Mohanlal,Gopal,m,35,single,high school,r&d,qa engineer,field sales,"Dec 04, 2024",1,0,,1,4,96.0,5,4,1,no,always,173493,9,0,0,,2,no,2,bengaluru,karnataka,india,frequently,3,ten,yes,better pay,no,97,07-03-2025,0-1,0-1,10+,0-1,1
529,Aniruddh,Datta,female,45,widowed,postgraduate,finance,analyst,field sales,16-09-2012,13,12,,5,1,47.0,4,5,5,no,rarely,47548,21,2,3,,2,yes,18,udaipur,rajasthan,india,frequently,20,14,no,,no,74,26-08-2022,10+,10+,10+,1-3,0
530,Hrishita,Brar,female,45,marrid,graduate,sales,operations executive,technology,14-02-2011,14,13,,2,3,35.0,2,3,1,no,sometimes,84486,1,1,5,27.0,14,yes,49,ahmedabad,gujarat,india,frequently,9,ten,no,,no,35,24-04-2011,10+,10+,10+,3-5,0
531,Vidur,Tara,male,55,marrid,high school,customer support,legal associate,field sales,22-11-2012,13,12,385.0,4,6,32.0,1,5,3,yes,often,67106,4,0,2,23.0,10,yes,7,new delhi,delhi,india,rarely,10,ten,yes,,no,72,14-09-2021,10+,10+,10+,1-3,1
532,Anahi,Sangha,male,58,divorced,doctorate,sales,r&d scientist,corporate,23-01-2021,4,3,,3,5,42.0,0,4,3,no,never,43838,24,1,5,,6,yes,32,surat,gujarat,india,always,14,14,no,better pay,no,81,04-05-2023,3-5,1-3,10+,3-5,0
533,Taran,Dyal,femle,23,divorced,doctorate,sales,legal associate,corporate,29-06-2024,1,0,537.0,5,3,41.0,4,1,4,no,never,51468,13,3,0,,5,no,19,hyderabad,telangana,india,frequently,9,5,yes,work-life balance,yes,70,24-11-2024,0-1,0-1,10+,0-1,1
534,Jayant,Mannan,male,33,married,doctorate,hr,r&d scientist,field sales,"Jun 01, 2011",14,12,328.0,5,3,60.0,2,2,2,no,always,77376,12,2,2,21.0,18,yes,3,hyderabad,telangana,india,frequently,13,2,yes,,no,65,28-03-2021,10+,10+,10+,1-3,1
535,Zaina,Bhatnagar,female,19,marrid,graduate,i.t,project manager,technology,05-12-2014,11,11,227.0,2,6,9.0,5,0,3,no,often,95565,19,0,0,1.0,12,yes,33,kanpur,uttar pradesh,india,rarely,3,4,no,work-life balance,no,19,28-05-2019,10+,10+,5-10,0-1,0
536,Prerak,Dyal,f,23,widowed,graduate,operations,business analyst,corporate,11-09-2013,12,12,424.0,4,5,28.0,1,0,5,no,sometimes,69444,25,2,2,25.0,4,no,31,siliguri,west bengal,india,frequently,13,ten,yes,,yes,95,23-12-2023,10+,10+,10+,1-3,1
537,Shanaya,Ghosh,m,39,divorced,doctorate,customer support,customer support rep,technology,31-01-2020,5,4,,5,6,10.0,0,0,3,no,often,70931,14,0,1,3.0,17,yes,46,siliguri,west bengal,india,always,5,ten,no,career growth,yes,-5,02-06-2024,3-5,3-5,5-10,0-1,0
538,Mohanlal,Khalsa,male,50,marrid,doctorate,it,business analyst,technology,"Feb 12, 2009",16,15,,5,4,93.0,3,1,3,yes,sometimes,91063,12,2,5,,4,yes,23,coimbatore,tamil nadu,india,always,8,14,no,career growth,yes,28,21-06-2025,10+,10+,10+,3-5,0
539,Alia,Gola,other,25,widowed,graduate,legal,customer support rep,technology,10-04-2024,1,0,419.0,2,3,52.0,2,2,1,no,rarely,106606,14,0,0,25.0,7,yes,33,kochi,kerala,india,frequently,13,ten,yes,better pay,yes,39,07-03-2025,0-1,0-1,10+,0-1,1
540,Romil,Sengupta,male,30,marrid,postgraduate,supply chain,r&d scientist,technology,18-12-2009,16,14,489.0,3,1,33.0,3,5,1,yes,rarely,59409,23,1,2,,12,yes,1,kolkata,west bengal,india,frequently,20,8,no,better pay,no,93,14-07-2011,10+,10+,10+,1-3,0
541,Rohan,Garg,male,60,married,graduate,hr,r&d scientist,field sales,"Dec 12, 2022",3,3,369.0,3,1,55.0,2,3,2,no,always,196510,1,1,2,19.0,2,no,22,mangalore,karnataka,india,rarely,13,15,yes,,no,99,05-10-2023,1-3,1-3,10+,1-3,1
542,Mishti,Sunder,other,44,single,doctorate,it,ui/ux designer,field sales,18-12-2015,10,7,19.0,5,6,4.0,2,1,2,no,sometimes,191768,7,2,1,,3,yes,35,nagpur,maharashtra,india,always,2,ten,no,,no,59,13-04-2021,5-10,5-10,3-5,0-1,0
543,Indrajit,Bora,m,22,marrid,postgraduate,operations,product manager,corporate,14-11-2017,8,8,255.0,5,6,80.0,4,2,4,yes,often,95548,17,1,2,,18,yes,35,coimbatore,tamil nadu,india,rarely,17,4,yes,better pay,no,86,28-01-2018,5-10,5-10,10+,1-3,1
544,Shaan,Saraf,other,43,single,graduate,marketing,legal associate,technology,29-08-2017,8,8,,4,6,62.0,2,4,4,no,never,80119,12,1,2,19.0,20,yes,23,siliguri,west bengal,india,rarely,11,ten,no,,yes,6,11-03-2020,5-10,5-10,10+,1-3,0
545,Shamik,Rana,female,22,marrid,high school,quality assurance,content writer,field sales,03-12-2012,13,13,,3,2,29.0,4,4,3,no,always,16380,24,1,5,,15,no,48,jaipur,rajasthan,india,always,7,9,yes,work-life balance,yes,93,23-08-2025,10+,10+,10+,3-5,1
546,Sahil,Seshadri,m,50,marrid,high school,hr,legal associate,corporate,"May 10, 2020",5,3,15.0,3,3,1.0,3,1,2,no,often,40207,1,1,3,2.0,16,no,9,nagpur,maharashtra,india,always,17,ten,no,better pay,no,19,25-10-2023,3-5,1-3,0-1,1-3,0
547,Prerak,Acharya,femle,43,divorced,high school,product,finance analyst,field sales,19-03-2009,16,15,37.0,2,3,69.0,2,1,1,no,often,62017,9,2,2,14.0,1,yes,40,hyderabad,telangana,india,frequently,9,6,no,career growth,yes,20,24-07-2013,10+,10+,10+,1-3,0
548,Alia,Mandal,f,21,single,doctorate,sales,legal associate,corporate,03-12-2017,8,7,,4,1,57.0,1,2,4,yes,often,140812,29,2,3,8.0,12,yes,44,nagpur,maharashtra,india,rarely,18,11,yes,work-life balance,no,57,10-10-2018,5-10,5-10,10+,1-3,1
549,Charvi,Gola,female,25,married,postgraduate,product,product manager,field sales,13-04-2018,7,7,,2,6,99.0,0,5,2,no,never,68120,4,2,3,20.0,17,yes,19,thiruvananthapuram,kerala,india,rarely,1,ten,yes,career growth,no,33,23-05-2021,5-10,5-10,10+,1-3,1
550,Ranbir,Bath,other,32,married,high school,quality assurance,marketing specialist,field sales,16-10-2020,5,3,,3,1,95.0,5,5,2,no,never,180277,2,2,2,4.0,19,no,13,ahmedabad,gujarat,bangladesh,frequently,16,ten,yes,career growth,no,95,04-07-2025,3-5,1-3,10+,1-3,1
551,Ishita,Vig,male,45,single,postgraduate,sales,customer support rep,field sales,16-09-2013,12,12,42.0,1,1,17.0,1,0,4,yes,often,98288,10,2,5,19.0,0,yes,23,pune,maharashtra,india,always,16,ten,no,,no,16,20-10-2018,10+,10+,10+,3-5,0
552,Badal,Zacharia,f,31,single,high school,hr,business analyst,field sales,15-04-2015,10,10,,1,5,97.0,2,1,5,no,never,71107,12,3,3,24.0,4,yes,46,kochi,kerala,india,always,1,10,yes,,no,44,04-06-2024,5-10,5-10,10+,1-3,1
553,Saanvi,Gala,f,20,married,graduate,product,legal associate,field sales,05-08-2018,7,7,,1,2,79.0,5,4,3,no,often,152386,28,2,3,,16,no,25,siliguri,west bengal,india,rarely,17,7,yes,career growth,no,94,02-03-2022,5-10,5-10,10+,1-3,1
554,Tarini,Wason,femle,12,widowed,graduate,it,r&d scientist,field sales,06-08-2014,11,9,258.0,1,6,40.0,3,5,5,no,always,52056,30,2,0,19.0,4,yes,1,kochi,kerala,india,rarely,18,12,yes,,yes,20,05-09-2021,10+,5-10,10+,0-1,1
555,Rohan,Jha,femle,34,divorced,high school,quality assurance,analyst,corporate,02-12-2015,10,9,,3,5,7.0,0,4,2,no,rarely,86625,22,1,0,,8,yes,26,mysuru,karnataka,india,frequently,20,2,yes,work-life balance,yes,56,24-11-2021,5-10,5-10,5-10,0-1,1
556,Amani,Aggarwal,other,30,marrid,doctorate,admin,content writer,field sales,"Jan 26, 2017",8,8,373.0,2,5,74.0,1,5,1,yes,rarely,89233,8,3,2,,5,no,44,ahmedabad,gujarat,india,frequently,8,ten,yes,better pay,no,25,08-07-2023,5-10,5-10,10+,1-3,1
